ID,TAG,NAME,UI_NAME,E_NAME,E_UI_NAME,SYMBOL,COLOR,SLOT,TVAL,SVAL,STR,INT,WIS,DEX,CON,CHA,SRH,STL,MMS,SPD,PVAL,DEPTH,WEIGHT,AP_RATE,COST,CHARGE,MIN_SIZE,MAX_SIZE,BASE_AC,BASE_EV,BASE_VO,BASE_DAMAGE,PLUS_HIT,PLUS_DAM,PLUS_AC,PLUS_EV,PLUS_VO,BOW_MUL,MIN_SIZE,MAX_SIZE,MIN_SIZE_PERMIT,MAX_SIZE_PERMIT,ADD_DEPTH_RARITY,FLAGS,DESCRIPTION,E_DESCRIPTION,COMMENT
291,291,アシッド・ボール,ミスリルの,Acid Balls,Mithril,-0,B,INVENTORY,WAND,20,0,0,0,0,0,0,0,0,0,0,8,50,4,100,1650,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/1,IGNORE_ACID|BA_ACID,それは使うとダメージ60+3*レベル/4の酸の球を放つ。,It fires a ball of acid (damage: 60+3*level/4) when you use it.,
292,292,謎,青銅の,Wonder,Bronze,-0,U,INVENTORY,WAND,24,0,0,0,0,0,0,0,0,0,0,24,3,4,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,3/1,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD,それは使うと何が起こるかわからない。,It effects uncertainly when you use it.,##### Extra ammunition ######JZ#
293,293,細矢,,& Flight Arrow~,,{,y,AMMO,ARROW,1,0,0,0,0,0,0,0,0,0,0,0,3,0,100,1,0,0,0,0,0,,1d3,0,0,0,0,0,0,5,15,-2,2,3/2,SHOW_MODS,,,##### Additional wands #####
294,294,アシッド・ボルト,真鍮の,Acid Bolts,Brass,-0,U,INVENTORY,WAND,16,0,0,0,0,0,0,0,0,0,0,15,30,4,100,950,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/1,BO_ACID,それは使うとダメージ(6+レベル/7)d8の酸の矢またはビームを放つ。,It fires a bolt or beam of acid (damage: (6+level/7)d8) when you use it.,
295,295,ドラゴンの火炎,プラチナの,Dragon's Flame,Platinum,-0,w,INVENTORY,WAND,26,0,0,0,0,0,0,0,0,0,0,5,50,4,100,2400,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/4,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD,それは使うとダメージ200の火炎のブレスを放つ。,It breathes fire (damage: 200) when you use it.,
296,296,ドラゴンの冷気,鉛の,Dragon's Frost,Lead,-0,s,INVENTORY,WAND,27,0,0,0,0,0,0,0,0,0,0,5,50,4,100,2400,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/4,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD,それは使うとダメージ180の冷気のブレスを放つ。,It breathes cold (damage: 180) when you use it.,
297,297,ドラゴン・ブレス,鉛メッキの,Dragon's Breath,Lead-Plated,-0,s,INVENTORY,WAND,28,0,0,0,0,0,0,0,0,0,0,5,60,4,100,2400,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,60/4,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD,それは使うとダメージ240の酸のブレス、ダメージ210の電撃のブレス、ダメージ240の火炎のブレス、ダメージ210の冷気のブレス、ダメージ180の毒のブレスのいずれかを放つ。,"It breathes acid (damage: 240), lightning (damage: 210), fire (damage: 240), cold (damage: 210) or poison (damage: 180) when you use it.",
298,298,分解,象牙の,Disintegrate,Ivory,-0,w,INVENTORY,WAND,25,0,0,0,0,0,0,0,0,0,0,4,60,4,100,3000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,60/4,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD,それは使うとダメージ200+d(レベル*2)の分解の球を放つ。,It fires a ball of disintegration (damage: 200+d(level*2)) when you use it.,#JZ#
299,299,ロケット,アダマンタイトの,Rockets,Adamantite,-0,v,INVENTORY,WAND,29,0,0,0,0,0,0,0,0,0,0,4,75,4,100,9500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,75/4,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|ROCKET,それは使うとダメージ250+レベル*3のロケットを発射する。,It fires a rocket (damage: 250+level*3) when you use it.,##### Staffs #####
300,300,トラップ感知,ポプラの,Trap Location,Aspen,_,U,INVENTORY,STAFF,12,0,0,0,0,0,0,0,0,0,0,12,10,22,100,350,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,10/1,DETECT_TRAPS,それは使うと自分の周辺のトラップを感知する。,It detects all traps in your vicinity when you use it.,
301,301,財宝感知,バルサの,Treasure Location,Balsa,_,U,INVENTORY,STAFF,10,0,0,0,0,0,0,0,0,0,0,19,5,22,100,200,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,5/1,,それは使うと自分の周辺の財宝を感知する。,It detects all treasures in your vicinity when you use it.,
302,302,アイテム感知,バンヤンの,Object Location,Banyan,_,U,INVENTORY,STAFF,11,0,0,0,0,0,0,0,0,0,0,15,5,22,100,200,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,5/1,,それは使うと自分の周辺のアイテムを感知する。,It detects all items in your vicinity when you use it.,
303,303,テレポート,カバの,Teleportation,Birch,_,U,INVENTORY,STAFF,4,0,0,0,0,0,0,0,0,0,0,10,20,22,100,2000,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,20/1,,それは使うと遠距離のテレポートをする。,It teleports you a long distance when you use it.,
304,304,地震,西洋スギの,Earthquakes,Cedar,_,U,INVENTORY,STAFF,28,0,0,0,0,0,0,0,0,0,0,9,40,22,100,350,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,40/1,,それは使うと自分の周囲に地震を起こす。,It causes a earthquake nearby you when you use it.,
305,305,召喚,檜の,Summoning,Cottonwood,_,U,INVENTORY,STAFF,3,0,0,0,0,0,0,0,0,0,0,5,10,22,100,0,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,10/1:50/1,,それは使うと複数のモンスターを敵として召喚する。,It summons several monsters as enemies when you use it.,
306,306,光,イトスギの,Light,Cypress,_,U,INVENTORY,STAFF,8,0,0,0,0,0,0,0,0,0,0,19,5,22,100,250,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,5/1,LIGHT_AREA,それは使うと自分の周囲もしくは部屋全体を永久に照らす。,It lights up nearby area or the current room permanently when you use it.,
307,307,*破壊*,ミズキの,*Destruction*,Dogwood,_,U,INVENTORY,STAFF,29,0,0,0,0,0,0,0,0,0,0,5,50,22,100,2500,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,50/1,STAR_DESTROY,それは使うと自分の周辺の全てのものを破壊する。,It destroys everything nearby you when you use it.,
308,308,スターライト,ニレの,Starlight,Elm,_,U,INVENTORY,STAFF,7,0,0,0,0,0,0,0,0,0,0,12,20,22,100,800,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,20/1,,それは使うとランダムな方向への光線を5d3回放つ。,It fires a line of light directed randomly for 5d3 times when you use it.,
309,309,スピード・モンスター,ユーカリの,Haste Monsters,Eucalyptus,_,U,INVENTORY,STAFF,2,0,0,0,0,0,0,0,0,0,0,12,10,22,100,0,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,10/1,,それは使うと視界内のモンスターを加速させる。,It hastes all monsters in sight when you use it.,
310,310,スロウ・モンスター,ツガの,Slow Monsters,Hemlock,_,U,INVENTORY,STAFF,21,0,0,0,0,0,0,0,0,0,0,12,10,22,100,800,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,10/1,SLOW,それは使うと視界内のモンスターを減速させる。,It slows all monsters in sight down when you use it.,
311,311,スリープ・モンスター,ブナの,Sleep Monsters,Hickory,_,U,INVENTORY,STAFF,20,0,0,0,0,0,0,0,0,0,0,12,10,22,100,700,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,10/1,,それは使うと視界内のモンスターを眠らせる。,It puts all monsters in sight to sleep when you use it.,
312,312,軽傷の治癒,黒檀の,Cure Light Wounds,Ironwood,_,u,INVENTORY,STAFF,16,0,0,0,0,0,0,0,0,0,0,12,5,22,100,350,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,5/1,CURE_LIGHT_WOUNDS,それは使うと体力が2d8回復し、狂戦士化を癒す。,It heals you 2d8 and cures berserk when you use it.,
313,313,透明物体感知,アカシアの,Detect Invisible,Locust,_,U,INVENTORY,STAFF,14,0,0,0,0,0,0,0,0,0,0,16,5,22,100,200,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,5/1,,それは使うと自分の周辺の透明なモンスターを感知する。,It detects all invisible monsters in your vicinity when you use it.,
314,314,スピード,マホガニーの,Speed,Mahogany,_,u,INVENTORY,STAFF,22,0,0,0,0,0,0,0,0,0,0,8,40,22,100,1000,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,40/1,HASTE,それは使うと一時的に加速する。,It hastes you temporarily when you use it.,
315,315,のろま,カエデの,Slowness,Maple,_,U,INVENTORY,STAFF,1,0,0,0,0,0,0,0,0,0,0,10,40,22,100,0,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,40/1,,それは使うと一時的に減速する。,It slows you down temporarily when you use it.,
316,316,ドア/階段感知,クワの,Door/Stair Location,Mulberry,_,U,INVENTORY,STAFF,13,0,0,0,0,0,0,0,0,0,0,15,10,22,100,350,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,10/1,,それは使うと自分の周辺のドア・階段を感知する。,It detects all doors and stairs in your vicinity when you use it.,
317,317,解呪,カシの,Remove Curse,Oak,_,U,INVENTORY,STAFF,6,0,0,0,0,0,0,0,0,0,0,8,40,22,100,500,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,40/1,REMOVE_CURSE_1,それは使うと装備しているアイテムにかかった弱い呪いを解く。,It removes normal curses from equipped items when you use it.,
318,318,邪悪存在感知,松の,Detect Evil,Pine,_,U,INVENTORY,STAFF,15,0,0,0,0,0,0,0,0,0,0,14,20,22,100,350,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,20/1,,それは使うと自分の周辺の邪悪なモンスターを感知する。,It detects all evil monsters in your vicinity when you use it.,
319,319,癒し,杉の,Curing,Redwood,_,r,INVENTORY,STAFF,17,0,0,0,0,0,0,0,0,0,0,8,25,22,100,1000,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,25/1,CURING,それは使うと盲目・毒・混乱・朦朧・切り傷・幻覚・狂戦士化を癒す。,"It cures blindness, poison, confusion, stunned, cuts, hallucination and berserk when you use it.",
320,320,邪悪存在退散,紫檀の,Dispel Evil,Rosewood,_,r,INVENTORY,STAFF,24,0,0,0,0,0,0,0,0,0,0,8,50,22,100,1200,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,50/1,,それは使うと視界内の邪悪なモンスターに80のダメージを与える。,It does 80 damage to all evil monsters in sight when you use it.,
321,321,調査,エゾマツの,Probing,Spruce,_,U,INVENTORY,STAFF,23,0,0,0,0,0,0,0,0,0,0,9,30,22,100,2000,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,30/1,SCAN_CREATURE,それは使うと視界内のモンスターの属性・HP・AC・スピード・現在の経験値・正体を表示する。,"It probes all monsters' alignment, HP, AC, speed, current experience and true character in sight when you use it.",
322,322,暗闇,イチジクの,Darkness,Sycamore,_,U,INVENTORY,STAFF,0,0,0,0,0,0,0,0,0,0,0,10,5,22,100,0,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,5/1:50/1,,それは使うと自分の周囲もしくは部屋全体が暗闇に包まれ、盲目になる。,It darkens nearby area or current room and blinds you when you use it.,
323,323,抹殺,チークの,Genocide,Teak,_,U,INVENTORY,STAFF,27,0,0,0,0,0,0,0,0,0,0,4,80,22,100,30000,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,75/5,,それは使うと指定した文字のモンスターを現在の階から消し去る。抵抗されると無効。,"It eliminates an entire class of monster, exhausting you.  Powerful or unique monsters may resist.",
324,324,力,クルミの,Power,Walnut,_,u,INVENTORY,STAFF,25,0,0,0,0,0,0,0,0,0,0,5,70,22,100,4000,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,70/2,,それは使うと視界内のモンスターに150のダメージを与える。,It does 150 damage to all monsters in sight when you use it.,
325,325,賢者,ヤドリギの,the Magi,Mistletoe,_,g,INVENTORY,STAFF,19,0,0,0,0,0,0,0,0,0,0,5,100,22,100,100000,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,100/255,RESTORE_MANA,それは使うと魔力が最大まで回復し、知能を回復し、狂戦士化を癒す。,"It restores mana to full, restores your intelligence and cures berserk when you use it.",
326,326,鑑定,サンザシの,Perception,Hawthorn,_,U,INVENTORY,STAFF,5,0,0,0,0,0,0,0,0,0,0,21,10,22,100,400,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,10/1,IDENTIFY,それは使うと1個のアイテムを鑑定する。,It identifies an item when you use it.,
327,327,聖浄,竹の,Holiness,Bamboo,_,U,INVENTORY,STAFF,26,0,0,0,0,0,0,0,0,0,0,5,70,22,100,4500,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,70/2,,それは使うと視界内の邪悪なモンスターに150のダメージを与え、一時的に弱い邪悪な者の攻撃を回避しやすくなる結界を張り、毒・朦朧・切り傷を癒し、恐怖を取り除き、体力が50回復する。,"It does 150 damage to all evil monsters in sight, gives temporary protection from lesser evil creature, cures poison, stuuned, cuts, removes fear and heals you 50 when you use it.",
328,328,周辺感知,銀の,Enlightenment,Silver,_,W,INVENTORY,STAFF,9,0,0,0,0,0,0,0,0,0,0,11,20,22,100,750,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,20/1,DETECT_MAP,それは使うと自分の周辺の地形を感知する。,It maps your vicinity when you use it.,
329,329,体力回復,ルーンの,Healing,Runed,_,u,INVENTORY,STAFF,18,0,0,0,0,0,0,0,0,0,0,4,70,22,100,5000,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,70/2,HEAL,それは使うと体力が300回復し、朦朧・切り傷・狂戦士化を癒す。,"It heals you 300 and cures stunned, cuts and berserk when you use it.",##### Basic Books ######JZ#
330,330,[一般祈祷],,[Book of Common Prayer],,?,W,INVENTORY,LIFE_BOOK,0,0,0,0,0,0,0,0,0,0,0,0,10,13,100,100,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,BOOK,,,#JZ#
331,331,[上級祈祷],,[High Mass],,?,W,INVENTORY,LIFE_BOOK,1,0,0,0,0,0,0,0,0,0,0,0,20,13,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/1,BOOK,,,#JZ#
332,332,[一角獣の書],,[Book of the Unicorn],,?,w,INVENTORY,LIFE_BOOK,2,0,0,0,0,0,0,0,0,0,0,0,50,13,100,25000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/1,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|BOOK|GOOD_ITEM,,,#JZ#
333,333,[聖杯の加護],,[Blessings of the Grail],,?,w,INVENTORY,LIFE_BOOK,3,0,0,0,0,0,0,0,0,0,0,0,90,13,100,100000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,90/3,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|BOOK|GOOD_ITEM,,,#JZ#
334,334,[入門書],,[Beginner's Handbook],,?,B,INVENTORY,SORCERY_BOOK,0,0,0,0,0,0,0,0,0,0,0,0,10,13,100,100,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,BOOK,,,#JZ#
335,335,[仙人の書],,[Master Sorcerer's Handbook],,?,B,INVENTORY,SORCERY_BOOK,1,0,0,0,0,0,0,0,0,0,0,0,20,13,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/1,BOOK,,,#JZ#
336,336,[紋様仙術],,[Pattern Sorcery],,?,b,INVENTORY,SORCERY_BOOK,2,0,0,0,0,0,0,0,0,0,0,0,50,13,100,25000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/1,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|BOOK|GOOD_ITEM,,,#JZ#
337,337,[力の魔道書],,[Grimoire of Power],,?,b,INVENTORY,SORCERY_BOOK,3,0,0,0,0,0,0,0,0,0,0,0,90,13,100,100000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,90/3,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|BOOK|GOOD_ITEM,,,##### Chests #####
338,338,小さな木の箱,,& Small wooden chest~,,&,o,INVENTORY,CHEST,1,0,0,0,0,0,0,0,0,0,0,0,5,112,100,20,0,0,0,0,0,,2d3,0,0,0,0,0,0,5,15,-2,2,5/2,,,,
339,339,大きな木の箱,,& Large wooden chest~,,&,U,INVENTORY,CHEST,5,0,0,0,0,0,0,0,0,0,0,0,15,225,100,60,0,0,0,0,0,,2d5,0,0,0,0,0,0,5,15,-2,2,15/2,,,,
340,340,小さな鉄の箱,,& Small iron chest~,,&,D,INVENTORY,CHEST,2,0,0,0,0,0,0,0,0,0,0,0,25,135,100,100,0,0,0,0,0,,2d4,0,0,0,0,0,0,5,15,-2,2,25/2,,,,
341,341,大きな鉄の箱,,& Large iron chest~,,&,s,INVENTORY,CHEST,6,0,0,0,0,0,0,0,0,0,0,0,35,450,100,150,0,0,0,0,0,,2d6,0,0,0,0,0,0,5,15,-2,2,35/2,,,,
342,342,小さな鋼鉄の箱,,& Small steel chest~,,&,s,INVENTORY,CHEST,3,0,0,0,0,0,0,0,0,0,0,0,45,225,100,200,0,0,0,0,0,,2d4,0,0,0,0,0,0,5,15,-2,2,45/2,,,,
343,343,大きな鋼鉄の箱,,& Large steel chest~,,&,W,INVENTORY,CHEST,7,0,0,0,0,0,0,0,0,0,0,0,55,450,100,250,0,0,0,0,0,,2d6,0,0,0,0,0,0,5,15,-2,2,55/2,,,,
344,344,あばかれた箱,,& Ruined chest~,,&,u,INVENTORY,CHEST,0,0,0,0,0,0,0,0,0,0,0,0,0,112,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,75/2,,,,##### Various Stuff #####
345,345,鉄のくさび,,& Iron Spike~,,~,W,INVENTORY,SPIKE,0,0,0,0,0,0,0,0,0,0,0,0,1,4,100,1,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/1,,,,
346,346,松明,,& Wooden Torch~,,~,u,LITE,LITE,0,0,0,0,0,0,0,0,0,0,0,4000,1,13,100,2,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/1,,,,
347,347,真鍮のランタン,,& Brass Lantern~,,~,U,LITE,LITE,1,0,0,0,0,0,0,0,0,0,0,7500,3,22,100,35,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,3/1,IGNORE_FIRE,,,
348,348,油つぼ,,& Flask~ of oil,,!,y,INVENTORY,FLASK,0,0,0,0,0,0,0,0,0,0,0,7500,1,4,100,3,0,0,0,0,0,,2d6,0,0,0,0,0,0,5,15,-2,2,1/1,,,,
349,349,空のビン,,& Empty Bottle~,,!,w,INVENTORY,BOTTLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,0/1,,,,##### Here are the Rods ######JZ#
350,350,壊滅,アルミの,Havoc,Aluminum,-0,B,INVENTORY,ROD,28,0,0,0,0,0,0,0,0,0,0,0,100,6,100,150000,250,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/32:100/8,,それは振るとランダムな1属性でランダムな攻撃をする。,"It is capable of firing almost anything, at random.",
351,351,ドア/階段感知,鋳鉄の,Door/Stair Location,Cast Iron,-0,D,INVENTORY,ROD,1,0,0,0,0,0,0,0,0,0,0,0,15,6,100,1000,70,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,7/4:15/1,,それは振ると自分の周辺のドア・階段を感知する。,It detects all doors and stairs in your vicinity when you zap it.,
352,352,トラップ感知,クロムの,Trap Location,Chromium,-0,w,INVENTORY,ROD,0,0,0,0,0,0,0,0,0,0,0,0,5,6,100,100,15,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,3/4:5/1,DETECT_TRAPS,それは振ると自分の周辺のトラップを感知する。,It detects all traps in your vicinity when you zap it.,
353,353,調査,銅の,Probing,Copper,-0,U,INVENTORY,ROD,7,0,0,0,0,0,0,0,0,0,0,0,40,6,100,4000,50,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/16:40/4,SCAN_CREATURE,それは振ると視界内のモンスターの属性・HP・AC・スピード・現在の経験値・正体を表示する。,"It probes all monsters' alignment, HP, AC, speed, current experience and true character in sight when you zap it.",
354,354,帰還,金の,Recall,Gold,-0,y,INVENTORY,ROD,3,0,0,0,0,0,0,0,0,0,0,0,30,6,100,4000,60,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/16:30/4,WORD_RECALL,それは振ると地上にいる時は行ったことのあるダンジョンの最深階へ、ダンジョンにいる時は地上へと移動する。,"It recalls you to the town, or back into the dungeon you have entered when you zap it.",
355,355,イルミネーション,鉄の,Illumination,Iron,-0,s,INVENTORY,ROD,4,0,0,0,0,0,0,0,0,0,0,0,12,6,100,1000,16,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,6/4:12/1,LIGHT_AREA,それは振ると自分の周囲もしくは部屋全体を永久に照らす。,It lights up nearby area or current room permanently when you zap it.,
356,356,光,マグネシウムの,Light,Magnesium,-0,W,INVENTORY,ROD,15,0,0,0,0,0,0,0,0,0,0,0,10,6,100,500,9,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/4:10/1,LITE_LINE,それは振ると光線を放つ。,It fires a line of light when you zap it.,
357,357,サンダー・ボルト,モリブデンの,Lightning Bolts,Molybdenum,-0,W,INVENTORY,ROD,21,0,0,0,0,0,0,0,0,0,0,0,20,6,100,2000,11,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/4:20/1,BO_ELEC,それは振るとダメージ(4+レベル/9)d8の電撃の矢またはビームを放つ。,It fires a bolt or beam of lightning (damage: (4+level/9)d8) when you zap it.,
358,358,アイス・ボルト,ニッケルの,Frost Bolts,Nickel,-0,U,INVENTORY,ROD,23,0,0,0,0,0,0,0,0,0,0,0,25,6,100,2500,13,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,13/4:25/1,BO_COLD,それは振るとダメージ(5+レベル/8)d8の冷気の矢またはビームを放つ。,It fires a bolt or beam of cold (damage: (5+level/8)d8) when you zap it.,
359,359,ファイア・ボルト,錆びた,Fire Bolts,Rusty,-0,r,INVENTORY,ROD,22,0,0,0,0,0,0,0,0,0,0,0,30,6,100,3000,15,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/4:30/1,BO_FIRE,それは振るとダメージ(7+レベル/6)d8の火炎の矢またはビームを放つ。,It fires a bolt or beam of fire (damage: (7+level/6)d8) when you zap it.,
360,360,チェンジ・モンスター,銀の,Polymorph,Silver,-0,W,INVENTORY,ROD,19,0,0,0,0,0,0,0,0,0,0,0,35,6,100,1200,25,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,18/4:35/1,,それは振ると1体のモンスターを変身させる。,It changes a monster into another when you zap it.,
361,361,スロウ・モンスター,鋼鉄の,Slow Monster,Steel,-0,W,INVENTORY,ROD,17,0,0,0,0,0,0,0,0,0,0,0,30,6,100,1500,20,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/4:30/1,SLOW,それは振ると1体のモンスターを減速させる。,It slows a monster down when you zap it.,
362,362,スリープ・モンスター,ブリキの,Sleep Monster,Tin,-0,W,INVENTORY,ROD,16,0,0,0,0,0,0,0,0,0,0,0,30,6,100,1500,18,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/4:30/1,,それは振ると1体のモンスターを眠らせる。,It puts a monster to sleep when you zap it.,
363,363,生命力吸収,チタンの,Drain Life,Titanium,-0,w,INVENTORY,ROD,18,0,0,0,0,0,0,0,0,0,0,0,75,6,100,3600,23,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,38/16:75/4,,それは振るとダメージ70+3*レベル/2の生命力を削る矢を放つ。,It fires a bolt of drain life (damage: 70+3*level/2) when you zap it.,
364,364,テレポート・アウェイ,タングステンの,Teleport Other,Tungsten,-0,w,INVENTORY,ROD,13,0,0,0,0,0,0,0,0,0,0,0,45,6,100,1400,25,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,23/8:45/2,,それは振るとモンスターをテレポートさせるビームを放つ。,It fires a beam teleports all monsters on the line when you zap it.,
365,365,トラップ解除,ジルコンの,Disarming,Zirconium,-0,W,INVENTORY,ROD,14,0,0,0,0,0,0,0,0,0,0,0,35,6,100,2100,22,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,18/4:35/1,DETECT_TRAPS,それは振るとトラップを破壊するビームを放つ。,It fires a beam destroys all traps on the line when you zap it.,
366,366,サンダー・ボール,亜鉛の,Lightning Balls,Zinc,-0,W,INVENTORY,ROD,25,0,0,0,0,0,0,0,0,0,0,0,55,6,100,4000,23,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,28/4:55/1,BA_ELEC,それは振るとダメージ40+レベルの電撃の球を放つ。,It fires a ball of lightning (damage: 40+level) when you zap it.,
367,367,アイス・ボール,銅メッキの,Cold Balls,Copper-Plated,-0,U,INVENTORY,ROD,27,0,0,0,0,0,0,0,0,0,0,0,60,6,100,4500,25,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/4:60/1,BA_COLD,それは振るとダメージ50+レベルの冷気の球を放つ。,It fires a ball of cold (damage: 50+level) when you zap it.,
368,368,ファイア・ボール,金メッキの,Fire Balls,Gold-Plated,-0,y,INVENTORY,ROD,26,0,0,0,0,0,0,0,0,0,0,0,75,6,100,5000,30,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,38/4:75/1,BA_FIRE,それは振るとダメージ70+レベルの火炎の球を放つ。,It fires a ball of fire (damage: 70+level) when you zap it.,
369,369,アシッド・ボール,銀メッキの,Acid Balls,Silver-Plated,-0,W,INVENTORY,ROD,24,0,0,0,0,0,0,0,0,0,0,0,70,6,100,5500,27,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,35/4:70/1,BA_ACID,それは振るとダメージ60+レベルの酸の球を放つ。,It fires a ball of acid (damage: 60+level) when you zap it.,
370,370,アシッド・ボルト,スズメッキの,Acid Bolts,Tin-Plated,-0,W,INVENTORY,ROD,20,0,0,0,0,0,0,0,0,0,0,0,40,6,100,3500,12,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/4:40/1,BO_ACID,それは振るとダメージ(6+レベル/7)d8の酸の矢またはビームを放つ。,It fires a bolt or beam of acid (damage: (6+level/7)d8) when you zap it.,
