"ID","NAME","E_NAME","SYM","COL","RACE1","RACE2","SEX","CLASS","PATRON","CHARA","RELM1","RELM2","LEV","RARE","Z","EXP","N_EXP","N_MIN","AGE","SC","FATHER","MOTHER","DV","SP","VIS","AC","ALERT","STR","INT","WIS","DEX","CON","CHA","M_HB","M_HM","M_WB","M_WM","F_HB","F_HM","F_WB","F_WM","BATTLE","UNDERLING","ARTIFACT","FLAG","ACTION","AUTHORITY","DESCRIPTION","E_DESCRIPTION","COMMENT",,,,,
757,"名状しがたきもの『ハスター』","Hastur the Unspeakable","H","b","GREAT_OLD_ONE","GREAT_OLD_ONE","0x03","WARRIOR","NONE","NONE",0,0,55,4,0,23000,0,0,0,0,"NONE","NONE",12,120,20,150,10,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"CRUSH:HURT:14d8
CRUSH:HURT:14d8
BITE:EXP_80:6d6
BITE:EXP_80:6d6",,,"UNIQUE|ELDRITCH_HORROR|CAN_SWIM|FORCE_SLEEP|FORCE_MAXHP|SMART|CAN_SPEAK|AURA_ELEC|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|POWERFUL|NONLIVING|RES_NETH|IM_COLD|IM_POIS|RES_DARK|HURT_LITE|NO_CONF|NO_SLEEP|RES_TELE","1_IN_3|BLIND|HOLD|SCARE|CAUSE_4|DRAIN_MANA|BRAIN_SMASH|BA_WATE|S_DEMON|HASTE|TPORT|TELE_AWAY|TELE_TO|HEAL|BR_DARK|BR_NETH",,"ヒヤデス星団のセラエノという星に棲む旧支配者。
アルデバランの近く、「黒きハリ湖」に棲むとも言われる。
謎めいた部分も多く、姿形については様々な異論がある。
ハスターに乗り移られた死体は膨らんで鱗に覆われたようになり、
手足は骨がなくなって流動体のようになったという。
ハリ湖に巣くう怪物は、見るに耐えない顔をしているという。
その形態は一部は爬虫類、一部は巨大な蛸である。ハスターはあなたを
破壊するだろう。
（ダーレス「ハスターの帰還」他）","Its form is partially that of a 
reptile, partially that of a gigantic octopus. It will destroy you.








（）","JZ#名状しがたきものハスター（ハストゥール）
JZ#元来はアンブローズ・ビアスの「羊飼いハイタ」で言及された
JZ#存在です。ロバート・Ｗ・チェンバースが一連の作品でカルコサ
JZ#神話として発展させ、Ｈ・Ｐ・ラヴクラフトの「闇に囁くもの」
JZ#で言及された事からクトゥルフ神話に組み込まれました。
JZ#ヒアデス星団の暗黒星セラエノのハリ湖に棲んでおり、星間宇宙
JZ#を飛翔する能力を持ちます。 by 久留さん
JZ#解説は NeSYS さん",,,,,
758,"<コーン>の渇血悪魔","Bloodthirster","U","r","DEMON","DEMON","0x01","WARRIOR",1138,"NONE",0,0,55,3,0,19500,0,0,0,0,"NONE","NONE",8,144,30,180,20,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"HIT:HURT:50d1
HIT:HURT:50d1
HIT:HURT:50d1",,,"DROP_GOOD|REGENERATE|CAN_FLY|NONLIVING|FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_4D2|ELDRITCH_HORROR|OPEN_DOOR|BASH_DOOR|RES_NETH|RES_NEXU|RES_TELE|MOVE_BODY|IM_ACID|IM_FIRE|IM_COLD|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR",,,"流血の神<コーン>の最強の下僕である、羽根の生えた犬型の悪魔だ。
二本足で歩き、強力な斧と鞭を前足で持っている。
知性のある、血に飢えた目が血塗られた悪魔の鎧の内側から
あなたを睨んでいる。（TRPG ウォーハンマー）","Khorne's mightiest servant, a winged hound-demon walking on 
two paws and wielding a mighty axe and a whip in the other 
two. Intelligent, bloodthirsty eyes behold you from inside 
the bloody demon armour.
<>


（TRPG ）","JZ#",,,,,
759,"ドラゴン・クイルスルグ","Draconic quylthulg","Q","G","QUYLTHLUG","QUYLTHLUG","0x01","NONE","NONE","NONE",0,0,55,3,0,5500,0,0,0,0,"NONE","NONE",-1,120,20,0,0,0,0,0,0,18,0,4000,10,600000,3,4000,10,600000,3,,,,"FORCE_SLEEP|FORCE_MAXHP|NEVER_MOVE|NEVER_BLOW|INVISIBLE|EMPTY_MIND|STUPID|NO_CONF|NO_SLEEP|NO_FEAR","1_IN_2|BLINK|TPORT|S_DRAGON",,"それはかつてはドラゴンの死骸だったようだが、今は魔法のバクテリアによって
汚らしい堕落した方法で生を与えられている。","It looks like it was once a dragon corpse, now deeply infected with 
magical bacteria that make it pulse in a foul and degrading way.

","J0#",,,,,
760,"ありうべからざるもの『ニョグタ』","Nyogtha, the Thing that Should not Be","j","D","GREAT_OLD_ONE","GREAT_OLD_ONE","0x00","WARRIOR","NONE","NONE",0,0,56,2,0,20000,0,0,0,0,"NONE","NONE",11,130,20,120,20,28,28,28,28,28,28,1000,30,24000,3,1000,30,24000,3,"CRUSH:ACID:10d6
CRUSH:ACID:10d6
CRUSH:ACID:10d6
CRUSH:HURT:16d16",,,"UNIQUE|ELDRITCH_HORROR|FORCE_SLEEP|FORCE_MAXHP|CAN_SPEAK|SMART|CAN_SWIM|ONLY_ITEM|DROP_1D2|DROP_4D2|DROP_GOOD|REGENERATE|KILL_ITEM|DROP_2D2|DROP_90|DROP_60|BASH_DOOR|NO_CONF|NO_SLEEP|KILL_BODY|HURT_LITE|POWERFUL|RES_NETH|NONLIVING|RES_DARK|IM_ACID|IM_FIRE|RES_PLAS|IM_POIS|IM_COLD|IM_ELEC|RES_TELE","1_IN_5|BRAIN_SMASH|MIND_BLAST|HASTE|TPORT|S_DEMON|S_UNDEAD|S_HI_UNDEAD|S_KIN|BR_DARK|BR_NUKE|BR_ACID|BR_POIS",,"巨大な黒いアメーバ状の神。
「黒ぐろとした小さな指がその下からあらわれた... 液体でも固体でも
ない、虹色にかがやく黒ぐろとしたもの、怖るべきゼラチン状の塊が...」
(ヘンリイ・カットナー、三宅初江訳「セイレムの恐怖」
『クトゥルー７』、青心社文庫、p.223、p.224)","""...a little finger of blackness crept out from beneath its edge 
a great wave of iridescent blackness, neither liquid nor solid,
a frightful gelatinous mass.""

... 
...
(
７p.223p.224)","JZ#
JZ#ありうべからざるものニョグタ
JZ#ヘンリー・カットナーの「セイレムの恐怖」に登場。
JZ#巨大な黒いアメーバ状の神です。 by 久留さん",,,,,
761,"ナイアルラトホテップの化身『アフトゥ』","Ahtu, Avatar of Nyarlathotep","#","D","GREAT_OLD_ONE","GREAT_OLD_ONE","0x00","WARRIOR","NONE","NONE",0,0,56,3,0,22500,0,0,0,0,"NONE","NONE",9,130,30,120,15,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"CRUSH:HURT:13d13
CRUSH:FIRE:10d10
CRUSH:HURT:13d13
CRUSH:FIRE:10d10",,,"FORCE_SLEEP|FORCE_MAXHP|UNIQUE|CAN_SPEAK|ONLY_ITEM|DROP_4D2|DROP_GOOD|MOVE_BODY|SMART|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|NONLIVING|ELDRITCH_HORROR","1_IN_6|BR_FIRE|S_DEMON|CAUSE_4|BR_PLAS|BR_NETH|BRAIN_SMASH|S_UNDEAD|BA_DARK",,"「土から生じた太さ50フィートの円柱状のものが、周りを囲んでいる森
の巨木よりもなお高くそびえ... 赤味を帯びた黄金色の巻きひげのよう
なものが生えており、水晶を含んでいるみたいに全体がきらきらと光っ
ていた」
(デビッド・ドレイク、遠藤勘也訳「蠢く密林」
『真ク・リトル・リトル神話大系６-２』、国書刊行会、p.121)","""Higher already than the giants of the forest ringing it, the 
fifty-foot-thick column... sprouted a ring of tendrils, ruddy and 
golden and glittering overall with inclusions of quartz.""
50
... 


(
６-２p.121)","JZ#引用は久留さん",,,,,
762,"青き衣の『フンディン』","Fundin Bluecloak","h","G","DWARF","DWARF","0x02","PRIEST","NONE","NONE",0,0,56,2,0,20000,0,0,0,0,"NONE","NONE",1,130,25,195,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"HIT:HURT:10d10
HIT:HURT:8d6
HIT:HURT:8d6
HIT:HURT:8d6",,"214:0:0:100","UNIQUE|CAN_SPEAK|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|FRIENDLY|ONLY_ITEM|DROP_1D2|DROP_4D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP","1_IN_4|HEAL|BLIND|CONF|SCARE|CAUSE_3|CAUSE_4|BRAIN_SMASH|FORGET|S_MONSTERS",,"彼は最も偉大なドワーフ族のプリーストの一人である。フンディンは教会で
高い地位を持ち、武器の扱いも祈りの習熟度も、その地位相応のものを持っている。
彼はドワーフの強さとプリーストの賢さを合わせ持ち、どんな冒険者にとっても
恐るべき強敵である。","He is one of the greatest dwarven priests to walk the earth.  Fundin has 
earned a high position in the church, and his skill with both weapon and 
spell only justify his position further.  His combination of both dwarven 
strength and priestly wisdom are a true match for any adventurer.



","J0#
J0# (コメント)
J0# 名前の訳は小林さんのものです
J0#",,,,,
763,"線の巨匠『ドワーキン』","Dworkin Barimen","p","v","CHAOSIAN","CHAOSIAN","0x02","MAGE",859,"NONE","CHAOS","TRUMP",105,2,0,63000,0,0,99981,99,"NONE","NONE",26,130,25,0,10,28,28,28,28,28,28,151,0,45,0,151,0,45,0,"HIT:CONFUSE:4d8
HIT:TERRIFY:5d6
HIT:PARALYZE:5d6
HIT:BLIND:4d8",,,"UNIQUE|DROP_CORPSE|HAS_LITE_2|FORCE_SLEEP|FORCE_MAXHP|SHAPECHANGER|CAN_SPEAK|ONLY_ITEM|DROP_1D2|DROP_4D2|DROP_GOOD|CAN_FLY|RES_CHAO|OPEN_DOOR|BASH_DOOR|ATTR_MULTI|RES_DISE|ATTR_ANY|RES_TELE|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP","1_IN_4|HEAL|BLIND|CONF|SCARE|CAUSE_4|BRAIN_SMASH|FORGET|S_MONSTERS|BA_CHAO|BLINK|TPORT|TELE_TO|TELE_AWAY|S_DEMON",,"この今では小人のような男が審判の宝石を使ってこの宇宙を作り上げた。
少なくともあなたはそう聞かされてきた。彼はたとえ今でもその力を
持っていたとしても、もう理性をほとんど失っている。
”かれは小さな男だった。いや、ちっちゃなといった方がいいかもしれない。
身長150センチぐらいで、せむしだ。ぼくと同じように、頭髪もひげももじゃ
もじゃに伸びている。そのものすごい毛のかたまりの中で、唯一の特長は、
長い鈎鼻と、ほとんど真っ黒な目だ。今は、光がまぶしくて、その目をしか
めている。…ドワーキン「こっちはオベロン様の捕虜だから」　コーウィン
：「へーえ？　父があんたを監禁したなんて、だれも知らなかった」　かれ
がすすり泣くのが聞こえた。「うん」かれはしばらくして、いった。「あの
方はわしを信用してなかった」「なぜ？」「アンバーを破壊する方法を思い
ついたといったのさ。それを詳しく説明したら、監禁されちまった」”
（ロジャー・ゼラズニイ、岡部宏之訳「アンバーの九王子」早川書房、pp.263-264）","Once this now gnomish creature created the universe with the Jewel 
of Judgement - or so you have been told. There is little sanity left 
in his present form even if he still has the power. ""He was a small 
man. Tiny, might be an even better word. He was around five feet tall 
and a hunchback. His hair and beard were as heavy as (Corwin's). The 
only distinguishing features in that great mass of fur were 
his long, hook nose and his almost black eyes, now squinted 
against the light... Dworkin: 'I am Oberon's prisoner.' Corwin: 
'Oh? None of us knew that Dad had locked you up.' (Corwin) heard 
(Dworkin) weeping. 'Yes,' he said after a long time. 'He didn't 
trust me.' 'Why not?' 'I told him I'd thought of a way to 
destroy Amber. I described it to him, and he locked me in.'""




150


　
：？　　

？

（pp.263-264）","JZ#アンバーの宮廷画家。せむしの小男。
JZ#前王オベロンに仕えて、”模様”と”トランプ”を
JZ#制作した。のちに狂気に陥りアンバーを破壊する方法を
JZ#発見したといって逆鱗に触れ、独房に入れられる。 by 藤岡さん
JZ#Z (コメント)訳は 久留さん",,,,,
764,"炎の天使『ウリエル』","Uriel, Angel of Fire","A","R","ANGEL","ANGEL","0x02","PRIEST",1090,1,0,0,73,3,0,640012,0,0,0,114,"NONE","NONE",17,130,40,180,10,28,28,28,28,28,28,451,0,1126,0,0,0,0,0,"HIT:FIRE:8d12
HIT:FIRE:8d12
HIT:FIRE:10d10
HIT:FIRE:10d10",,,"UNIQUE|CAN_SPEAK|NO_FEAR|AURA_FIRE|REFLECTING|FORCE_SLEEP|FORCE_MAXHP|CAN_FLY|ONLY_ITEM|DROP_3D2|DROP_4D2|DROP_GOOD|SMART|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|POWERFUL|MOVE_BODY|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|RES_LITE|RES_TELE|NO_CONF|NO_SLEEP|SELF_LITE_2","1_IN_2|TELE_TO|BLIND|BO_MANA|BA_FIRE|BR_FIRE|BR_MANA|INVULNER|BO_PLAS|BR_PLAS|S_ANGEL|PSY_SPEAR|HEAL|BA_LITE",,"ウリエルは神聖な雰囲気を持った生物で、その気高さに挑もうと思う冒険者は
いないに違いない。彼の前に立ちはだかった冒険者は、間違いなくその聖なる炎
によって丸焦げにさせられるだろう。","A creature of godly appearance, you dare not challenge Uriel's supremacy.  
Those who stood against him before are but a memory, cremated by his 
mastery of elemental fire.


","J0#",,,,,
765,"死天使『アズリエル』","Azriel, Angel of Death","A","D","ANGEL","ANGEL","0x02","PRIEST",1090,5,0,0,80,3,0,632121,0,0,0,121,"NONE","NONE",17,130,40,190,10,28,28,28,28,28,28,356,0,781,0,0,0,0,0,"TOUCH:EXP_VAMP:5d12
TOUCH:EXP_VAMP:5d12
HIT:BLIND:10d10
HIT:HURT:10d10",,,"UNIQUE|CAN_SPEAK|RES_NETH|NO_FEAR|FORCE_SLEEP|FORCE_MAXHP|SMART|REFLECTING|AURA_COLD|ONLY_ITEM|DROP_3D2|DROP_4D2|DROP_GOOD|CAN_FLY|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|POWERFUL|MOVE_BODY|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|RES_DARK|RES_TELE|NO_CONF|NO_SLEEP","1_IN_2|TELE_TO|BLIND|BO_MANA|BA_NETH|BR_NETH|PSY_SPEAR|S_MONSTERS|HEAL|S_ANGEL|BR_MANA|BR_COLD|S_DRAGON|INVULNER|BA_LITE",,"恐るべき力を持つアズリエルは、その気高く神聖な様相で冒険者の魂を萎縮させる。
冒険者を墓場へと導く彼の死の扱いを前にしては、冒険者はただ
恐怖で叫ばざるを得ないだろう。彼の前に立ちはだかって生き残れるのは
真に最強の戦士だけである。","Azriel commands awesome power, his visage holy enough to shrivel your 
soul.  You shriek with disbelief as his mastery of death draws you to your 
grave.  It is truly beyond all but the mightiest of warriors to stand 
against him and live.



","J0#
J0# (コメント)
J0# 名前の訳は小林さんのものです
J0#",,,,,
766,"黒竜『アンカラゴン』","Ancalagon the Black","D","D","DRAGON","DRAGON","0x02","WARRIOR","NONE","NONE",0,0,58,3,0,30000,0,0,0,0,"NONE","NONE",3,120,20,125,70,28,28,28,28,28,28,3000,200,2287000,500,3000,200,2287000,500,"CLAW:HURT:5d12
CLAW:HURT:6d12
CLAW:HURT:8d12
BITE:HURT:10d14",,,"UNIQUE|CAN_SPEAK|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|CAN_FLY|ONLY_ITEM|DROP_3D2|DROP_4D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|POWERFUL|MOVE_BODY|IM_ACID|IM_FIRE|RIDING|NO_CONF|NO_SLEEP","1_IN_2|BLIND|CONF|SCARE|BR_ACID|S_DRAGON|S_HI_DRAGON",,"「突進する顎」という名を持つこのドラゴンは、死を単なるゲームくらいにしか
思っていない。グラウルングの一族のどんなドラゴンも彼には匹敵しない。","'Rushing Jaws' is his name, and death is his game.  No dragon of the brood 
of Glaurung can match him.

","J0#",,,,,
767,"ヴェールを与えるもの『ダオロス』","Daoloth, the Render of the Veils","U","s","GREAT_OLD_ONE","GREAT_OLD_ONE","0x00","WARRIOR","NONE","NONE",0,0,58,3,0,27500,0,0,0,0,"NONE","NONE",12,120,20,125,70,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"TOUCH:CONFUSE:5d12
TOUCH:CONFUSE:5d12
TOUCH:CONFUSE:5d12
TOUCH:CONFUSE:5d12",,,"UNIQUE|CAN_SPEAK|FORCE_SLEEP|FORCE_MAXHP|CAN_FLY|ONLY_ITEM|DROP_3D2|DROP_4D2|DROP_GOOD|IM_ACID|IM_FIRE|IM_POIS|IM_COLD|ELDRITCH_HORROR|NEVER_MOVE|RES_NEXU|REFLECTING|PASS_WALL|NO_CONF|NO_SLEEP","1_IN_3|TELE_AWAY|S_MONSTERS|TELE_LEVEL|BR_NEXU|TPORT|BLINK",,"「形がないというのではないが、その形はあまりに入り組んでいるため、
目で確認することは不可能でした。いくつもの半球形のものと輝く金属
とが、長いプラスチックの棒で連結されています。棒がぼやけた灰色を
しているので、遠近がわかりにくくなっていて、半球形のものも金属も
棒も、たっだ平板なかたまりのように見えました。その固まりから、適
当な方向に筒が何本も突き出しています。何かの拍子に、彼は棒の間か
ら輝く目がこちらを見ているような、異様な気配を感じました。しかし、
よく見つめてみると、棒の間にあるのはただ空間だけでした」
Ｊ・ラムジー・キャンベル、「ヴェールを与えるもの」
『クトゥルフ・コンパニオン』サプリメント編、ホビージャパン、p.13","""Not shapeless, but so complex that the eye could recognize no 
describable shape. There were hemispheres and shining metal, 
coupled by long plastic rods. The rods were of a flat gray color, 
so that he could not make out which were nearer; they merged into 
a flat mass from which protruded individual cylinders. As he looked 
at it, he had a curious feeling that eyes gleamed from between 
these rods; but wherever he glanced at the construction, he saw 
only the spaces between them.""








Ｊ
p.13","JZ# (コメント) 訳は久留さん",,,,,
768,"ナイトウォーカー","Nightwalker","W","D","WRAITH","WRAITH","0x01","WARRIOR","NONE","NONE",0,0,59,4,0,15000,0,0,0,0,"NONE","NONE",0,130,20,175,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"HIT:UN_BONUS:10d10
HIT:UN_BONUS:10d10
HIT:UN_BONUS:7d7
HIT:UN_BONUS:7d7",,,"FORCE_SLEEP|ONLY_ITEM|DROP_4D2|DROP_GOOD|CAN_SWIM|SMART|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|RES_TELE|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|RES_NETH|RES_DARK|HURT_LITE|NO_CONF|NO_SLEEP","1_IN_4|BLIND|SCARE|BRAIN_SMASH|BO_MANA|BO_NETH|BA_NETH|S_UNDEAD",,"タイタンよりも強力でドラゴンよりも硬い巨大な暗黒の存在だ。背後から近寄っては
その恐るべき力で冒険者の鎧を打ち砕き、防御力を奪おうとする。
このぞっとするような存在は、冒険者の恐怖を嗅ぎとっては威嚇的に歩み寄って
くる。代わりに冒険者は死の悪臭を嗅ぎとることになるだろう。","A huge giant garbed in black, more massive than a titan and stronger than 
a dragon.  With terrible blows, it breaks your armour from your back, 
leaving you defenseless against its evil wrath.  It can smell your fear, 
and you in turn smell the awful stench of death as this ghastly figure 
strides towards you menacingly.



","J0#",,,,,
769,"告知者『ラファエル』","Raphael, the Messenger","A","w","ANGEL","ANGEL","0x02","PRIEST","NONE",3,0,0,89,3,0,783119,0,0,0,125,"NONE","NONE",19,130,40,200,10,28,28,28,28,28,28,442,0,1080,0,0,0,0,0,"HIT:UN_BONUS:10d8
HIT:FIRE:4d6
HIT:HURT:15d10
HIT:HURT:15d10",,,"UNIQUE|FORCE_MAXHP|CAN_SPEAK|NO_FEAR|FORCE_SLEEP|SMART|AURA_ELEC|REFLECTING|RES_TELE|ESCORT|CAN_FLY|POWERFUL|SELF_LITE_1|SELF_LITE_2|ONLY_ITEM|DROP_3D2|DROP_4D2|DROP_GOOD|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|MOVE_BODY|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|RES_LITE|NO_CONF|NO_SLEEP","1_IN_2|TELE_TO|BLIND|BO_MANA|S_ANGEL|S_KIN|INVULNER|DISPEL|PSY_SPEAR|BR_MANA|BR_LITE|BR_ELEC|BA_MANA|HAND_DOOM|S_HI_DRAGON|BRAIN_SMASH|S_MONSTERS|HEAL|BR_DISE|BA_LITE",,"天使達に命令を発しうる地位を持つラファエルは、冒険者をその罪ゆえに
滅ぼそうとする。彼にとって冒険者は無意味で哀れな存在にすぎず、
何のためらいもなく冒険者を打ち砕く。彼にはこの世の邪悪を一掃する使命
があり、その至高の権威により、冒険者の魂を審判の場へと導く。","Commanding a legion of angels, Raphael will destroy you for your sins.  He 
will crush you like the pitiful insignificant being he sees you to be.  
Your very soul will be taken into judgement by his supreme authority as he 
cleanses the world of evil.



","JZ#",,,,,
770,"混沌の覇者『はぶ』","Habu the Champion of Chaos","h","G","DUNADAN","DUNADAN","0x02","CHAOS_WARRIOR",12,4,"CHAOS",0,53,3,0,7778814,0,0,0,0,"NONE","NONE",7,130,25,175,10,23,23,23,23,23,23,272,0,242,0,0,0,0,0,"HIT:EXP_VAMP:6d6
HIT:EXP_VAMP:8d8
HIT:EXP_VAMP:10d10",,,"UNIQUE|CAN_SPEAK|HAS_LITE_2|FORCE_SLEEP|FORCE_MAXHP|SMART|DROP_CORPSE|ONLY_ITEM|DROP_1D2|DROP_4D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|RES_NEXU|RES_NETH|RES_CHAO|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP","1_IN_4|BA_FIRE|BA_CHAO|CONF|TPORT|S_DEMON|BR_CHAO|BA_MANA|PSY_SPEAR",,"彼はこの世界を歩んだ混沌の戦士の中でも最も偉大な者の一人だ。
彼の血塗られた剣は何千、何万という者を葬ってきた。そして未だにさらなる
獲物に飢えている。","He is one of the greatest warriors of chaos to walk the earth. 
His bloody blade has slain thousands and tens of thousands, and still 
hungers for more. 


","JZ#",,,,,
771,"万能の賢者『クルモ』","Curumo, the Omnipotent Socerer","p","v","MAIAR","MAIAR","0x02","SORCERER",771,2,0,0,87,1,0,48000,0,0,0,0,1090,"NONE",18,120,100,0,0,28,28,28,28,28,28,191,0,82,0,0,0,0,0,"HIT:UN_BONUS:6d8
HIT:UN_BONUS:6d8
HIT:HURT:5d5
HIT:HURT:5d5",,"2:0:0:100
15:0:0:100","UNIQUE|DROP_CORPSE|ATTR_MULTI|CAN_SPEAK|FRIENDLY|HAS_LITE_2|FORCE_SLEEP|FORCE_MAXHP|REFLECTING|RES_TELE|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|SMART|OPEN_DOOR|BASH_DOOR|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP","1_IN_2|HEAL|HASTE|TPORT|TELE_AWAY|BLIND|CONF|SCARE|CAUSE_4|MIND_BLAST|FORGET|TRAPS|ANIM_DEAD|BO_ICEE|BA_ACID|BA_FIRE|BA_COLD|BA_WATE|S_UNDEAD|S_DEMON|S_DRAGON|PSY_SPEAR",,"元来アルダの真なる歴史においては背任者として、救いようのない破滅の運命を
与えられていた『万色のサルマン』はメルコールの秘奥によってその運命から解き放たれた。
今や彼はアウレの下僕であった頃の同僚アンナタールに劣らぬ支配者の一人であり、
善悪の彼岸の中で、技術と芸能、戦争と交易を司る神として、
多元宇宙に広く影響を与える存在になったのだ。","



","J0#",,,,,
772,"再興者『オローリン』","Olorin the Reviver","p","v","MAIAR","MAIAR","0x02","PRIEST","NONE",3,0,0,50,7,0,35000,0,0,0,0,1090,"NONE",3,120,101,0,0,23,23,23,23,23,23,189,0,77,0,189,0,77,0,"HIT:UN_BONUS:6d8
HIT:UN_BONUS:6d8
HIT:TERRIFY:5d5
HIT:TERRIFY:5d5",,"131:0:0:100
10:0:0:100","UNIQUE|CAN_SPEAK|DROP_CORPSE|QUESTOR|HAS_LITE_2|FORCE_SLEEP|FORCE_MAXHP|REFLECTING|RES_TELE|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|SMART|OPEN_DOOR|BASH_DOOR|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP","1_IN_2|HEAL|HASTE|TPORT|TELE_AWAY|BLIND|CONF|SCARE|CAUSE_4|BRAIN_SMASH|FORGET|TRAPS|BA_FIRE|BO_FIRE|BO_PLAS|BO_MANA|PSY_SPEAR|S_MONSTER|S_ANGEL|S_DRAGON|S_KIN",,"この賢者こそは、真に邪悪な存在であることを志したあなたが滅ぼすべき宿敵である。
彼は己が語るところの「真の歴史」に中で『白のガンダルフ』を名乗り、
その大いなる立役者の一人となるべき人物であった。
このアルダの創世主に遣わされた忠実なる下僕は
メルコールの秘儀により破綻した本来の歴史をヴァラール達以上に知る存在であり、
〈混沌〉に穢れたアルダを復旧し、全てを正しき物語により戻すべく死力を尽くしている。
だが、悪にこそ真の美徳と力が備わること信じる者にとって、
それは失笑ものの足掻きに過ぎないだろう。
この賢しいばかりの愚者を嬲り殺し、その力の源たるアノールを奪い取れ！","







！","JZ#",,,,,
