"ID","NAME","E_NAME","SYM","COL","RACE","CLASS","PATRON","CHARA","RELM1","RELM2","LEV","RARE","Z","EXP","N_EXP","N_MIN","AGE","SC","DV","SP","VIS","AC","ALERT","STR","INT","WIS","DEX","CON","CHA","M_HB","M_HM","M_WB","M_WM","F_HB","F_HM","F_WB","F_WM","BATTLE","UNDERLING","ARTIFACT","COMMENT","FLAG","ACTION","AUTHORITY","DESCRIPTION",,,,,,,
740,"レッサー・クラーケン","Lesser kraken","l","G",84,255,255,255,0,0,54,2,0,20000,100000,775,0,0,0,120,30,150,80,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"CRUSH:HURT:16d12
CRUSH:HURT:16d12
CRUSH:HURT:16d12
CRUSH:HURT:16d12",,,"JZ#","FORCE_SLEEP|FORCE_MAXHP|AQUATIC|WILD_OCEAN|ONLY_ITEM|DROP_2D2|DROP_GOOD|BASH_DOOR|POWERFUL|MOVE_BODY|SMART|RES_WATE|EVIL|IM_ELEC|NO_CONF|NO_SLEEP|IM_POIS|IM_FIRE|RES_DARK|RIDING","1_IN_6|BLIND|CONF|SCARE|CAUSE_4|CAUSE_3|BA_WATE|DARKNESS|BR_DARK|TELE_TO",,"$An enormously fearsome and powerful inhabitant of the depths. It 
$resembles a gargantuan octopus and its evil is almost tangible.
とてつもなく強く恐ろしい深海の生き物だ。巨大な蛸に似ていて、
見ただけでその邪悪さが伝わってくる。",,,,,,,
741,"アイス・ワイアーム","Great Ice Wyrm","D","w",58,255,255,255,0,0,56,5,0,15000,0,0,0,0,3,120,30,170,80,27,27,27,27,27,27,3000,200,2287000,500,3000,200,2287000,500,"CLAW:HURT:4d12
CLAW:HURT:4d12
CLAW:HURT:4d12
BITE:COLD:5d14",,,"J0#","FORCE_SLEEP|FORCE_MAXHP|CAN_FLY|AURA_COLD|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_GOOD|BASH_DOOR|POWERFUL|MOVE_BODY|DROP_CORPSE|EVIL|IM_COLD|NO_CONF|NO_SLEEP|RIDING","1_IN_6|BLIND|CONF|SCARE|BR_COLD",,"$An immense dragon capable of awesome destruction.  You have never felt 
$such extreme cold, or witnessed such an icy stare.  Begone quickly or feel 
$its wrath!
恐るべき破壊能力を持った巨大なドラゴンだ。この様な冷気はかつて感じたこと
がないし、この様な冷たい眼差しはかつて見たことがない。素早く逃げないと
恐るべき怒りを呼び覚ましてしまうだろう！",,,,,,,
742,"デミリッチ","Demilich","L","U",55,255,255,255,0,0,54,2,0,12500,80000,776,0,0,2,120,20,100,50,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"TOUCH:EXP_VAMP:1d12
TOUCH:UN_POWER
TOUCH:LOSE_DEX:4d12
TOUCH:LOSE_DEX:4d12",,,"JZ#","FORCE_SLEEP|FORCE_MAXHP|SMART|RES_TELE|ONLY_ITEM|DROP_2D2|DROP_1D2|DROP_GOOD|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|CAN_FLY|EVIL|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP","1_IN_3|BLINK|TELE_TO|BLIND|HOLD|CONF|SCARE|CAUSE_3|CAUSE_4|DRAIN_MANA|BRAIN_SMASH|S_HI_UNDEAD|S_UNDEAD|FORGET|TPORT|HEAL|ANIM_DEAD",,"$A lich who is partially immaterial, on its way to a new, ethereal form.
部分的に非物質化したリッチで、霊的な存在に生まれ変わる過程にある。",,,,,,,
743,"『火の鳥』","The Phoenix","B","r",91,255,255,255,0,0,86,3,0,50000,0,0,0,0,17,120,60,130,0,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"BITE:FIRE:12d6
BITE:FIRE:12d6
HIT:FIRE:9d12
HIT:FIRE:9d12",,,"J0#
J0#
J0#(コメント)
J0# フェニックスという読み方も捨てがたいですが、ま、思い入れのあるこちらを。
J0#","UNIQUE|CAN_SPEAK|RES_PLAS|AURA_FIRE|SELF_LITE_1|SELF_LITE_2|FORCE_SLEEP|FORCE_MAXHP|CAN_FLY|RES_LITE|ONLY_ITEM|DROP_2D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|RIDING|GOOD|ANIMAL|IM_ACID|IM_FIRE|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP","1_IN_3|BO_FIRE|BO_PLAS|BA_FIRE|BR_FIRE|BR_LITE|BR_PLAS",,"$A massive glowing eagle bathed in flames.  The searing heat chars your 
$skin and melts your armour.
炎の中に住む強力な輝くワシだ。焦がすような熱気は冒険者の鎧を溶かし、
皮膚を炭のようにしてしまう。",,,,,,,
744,"ナイトクローラー","Nightcrawler","W","D",100,255,255,255,0,0,54,4,0,8100,0,0,0,0,0,120,20,160,10,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"STING:LOSE_CON:8d8
STING:LOSE_CON:8d8
BITE:ACID:10d10
BITE:ACID:10d10",,,"J0#","FORCE_SLEEP|SMART|KILL_WALL|CAN_SWIM|ONLY_ITEM|DROP_1D2|DROP_2D2|DROP_GOOD|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|EVIL|IM_FIRE|IM_COLD|IM_POIS|RES_DARK|RES_TELE|HURT_LITE|RES_NETH|NO_CONF|NO_SLEEP","1_IN_4|BLIND|SCARE|BRAIN_SMASH|BO_MANA|BO_NETH|BA_NETH|BR_NETH|S_UNDEAD",,"$This intensely evil creature bears the form of a gargantuan black worm.  
$Its gaping maw is a void of blackness, acid drips from its steely hide.  
$It is like nothing you have ever seen before, and a terrible chill runs 
$down your spine as you face it.
この極度に邪悪な生物は巨大なイモムシのような姿をしている。
その胃袋は暗黒の空間のようで、鋼鉄の皮膚からは酸がしたたり落ちている。
この様な存在にはかつて出会ったことはない。それは背筋に響くような
恐ろしげな叫び声をあげる。",,,,,,,
745,"変幻の魔公","Lord of Change","B","v",44,255,15,255,0,0,61,3,0,17000,0,0,0,0,8,130,30,150,20,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"CLAW:CONFUSE:10d10
CLAW:CONFUSE:10d10
BITE:BLIND:12d12",,,"JZ#","EVIL|ATTR_MULTI|DROP_GOOD|MOVE_BODY|NONLIVING|FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_2D2|ELDRITCH_HORROR|INVISIBLE|OPEN_DOOR|BASH_DOOR|SMART|POWERFUL|CAN_FLY|RES_CHAO|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|RIDING","1_IN_3|MIND_BLAST|BA_CHAO|SCARE|BRAIN_SMASH|DRAIN_MANA|S_HOUND|S_DEMON|S_DRAGON|TPORT|HASTE|CONF|TELE_AWAY|FORGET",,"$The most powerful of Tzeentch's servitors. This demon looks like 
$a huge bird-creature, with the head of a predatory bird and 
$fantastically multi-coloured wings. 
混沌の魔神<ティーンチ>の最も強力な手下だ。この悪魔は巨大な鳥のようで、
頭部は肉食の猛禽類、羽根は幻想的な虹色に彩られている。
（TRPG ウォーハンマー）",,,,,,,
746,"禁断の護り手","Keeper of Secrets","H","v",44,255,13,255,0,0,61,3,0,17000,0,0,0,0,8,130,30,150,20,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"HIT:CONFUSE:10d10
HIT:TERRIFY:10d10
HIT:BLIND:10d10
HIT:TERRIFY:10d10",,,"JZ#(コメント)訳は 閑丸さん","EVIL|DROP_GOOD|NONLIVING|CAN_SWIM|FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_2D2|ELDRITCH_HORROR|OPEN_DOOR|BASH_DOOR|SMART|POWERFUL|MOVE_BODY|IM_ACID|IM_FIRE|IM_COLD|IM_POIS|NO_CONF|RES_CHAO|NO_SLEEP","1_IN_3|SCARE|BRAIN_SMASH|DRAIN_MANA|BR_CONF|S_DEMON|S_UNDEAD|TPORT|HEAL|TELE_AWAY",,"$This demonic keeper of forbidden secrets looks like a hairless 
$minotaur with extra arms, decorated with tattoos and nose rings. 
$It is the embodiment of Slaanesh's perverted magic.
禁断の秘密を護るこの悪魔は、余分な腕をもった無毛のミノタウロス
のようで、入墨と鼻輪で身を飾っている。この悪魔は
堕落と快楽の神<スラーネッシュ>の
邪悪な魔法の産物だ。（TRPG ウォーハンマー）",,,,,,,
747,"『シュド=メル』","Shudde M'ell","w","s",89,255,255,255,0,0,54,2,0,23000,0,0,0,0,8,125,20,90,20,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"CRUSH:SHATTER:55d2
CRUSH:SHATTER:55d2
TOUCH:LOSE_CON:1d2
TOUCH:LOSE_CON:1d2",,,"JZ#
JZ#シュド＝メル
JZ#ブライアン・ラムレイの「盗まれた眼」などで言及されています。
JZ#クトーニアンたちの主のようです。 by 久留さん
JZ#解説は NeSYS さん","UNIQUE|DROP_CORPSE|IM_FIRE|RES_PLAS|IM_COLD|IM_POIS|ELDRITCH_HORROR|RES_TELE|KILL_WALL|ONLY_GOLD|DROP_4D2|DROP_2D2|CAN_SWIM|RES_DARK|EVIL|FORCE_MAXHP|SMART","1_IN_5|SCARE|CONF|HOLD|S_DEMON|S_KIN|HEAL|HASTE|FORGET|BRAIN_SMASH|BR_DARK|BR_ACID|BR_DISE",,"$The most powerful and most evil of all Chthonians. 
$""A great gray thing a mile long chanting and exuding strange acids... 
$charging through the depths of the earth at a fantastic speed, in a 
$dreadful fury... melting basaltic rocks like butter under a blowtorch.""
クトーニアンの中で最も卓越した、巨大な個体。
最も邪悪な個体であり、クトーニアン達の長であると考えられている。
単体でマグニチュード３．５程度の地震を起こすことが可能であり、
力を合わせることによってより強力な破壊を生じさせることが出来る。
（ラムレイ「地底に棲むもの」）",,,,,,,
748,"手のドルジ","Hand druj","s","y",55,255,255,255,0,0,55,4,0,6000,20000,749,0,0,2,130,20,110,10,23,23,23,23,23,23,170,0,60,0,160,0,50,0,,,,"J0#
J0#(コメント)
J0# 「ダルージ」という読み方も聞きました。これは字数から「ドルジ」に。
J0#","FORCE_SLEEP|FORCE_MAXHP|NEVER_MOVE|NEVER_BLOW|RES_TELE|SMART|COLD_BLOOD|CAN_SWIM|EVIL|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP|NO_FEAR","1_IN_1|TELE_AWAY|BLIND|CONF|SCARE|CAUSE_3|FORGET|DARKNESS|DISPEL",,"$A skeletal hand floating in the air, motionless except for its flexing 
$fingers.
それは宙に浮かぶ手の骨で、指が滑らかに動く他には身動きをしない。",,,,,,,
749,"目のドルジ","Eye druj","s","r",55,255,255,255,0,0,55,4,0,12000,50000,750,0,0,2,130,20,90,10,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"GAZE:EXP_80
GAZE:EXP_80
GAZE:DR_MANA:5d10
GAZE:DR_MANA:5d10",,,"J0#","FORCE_SLEEP|FORCE_MAXHP|NEVER_MOVE|RES_TELE|SMART|COLD_BLOOD|EVIL|CAN_SWIM|IM_FIRE|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP|NO_FEAR","1_IN_1|BO_MANA|BO_NETH|BA_NETH|S_UNDEAD",,"$A bloodshot eyeball floating in the air, you'd be forgiven for assuming it 
$harmless.
それは宙に浮かぶ血走った目玉だ。無害だと思ったのも無理はないが…。",,,,,,,
750,"頭蓋のドルジ","Skull druj","s","o",55,255,255,255,0,0,65,4,0,12500,0,0,0,0,3,130,20,120,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"BITE:EXP_80:4d4
BITE:PARALYZE:4d4
BITE:LOSE_INT:4d4
BITE:LOSE_WIS:4d4",,,"J0#","FORCE_SLEEP|FORCE_MAXHP|NEVER_MOVE|RES_TELE|SMART|COLD_BLOOD|EVIL|CAN_SWIM|IM_FIRE|IM_COLD|IM_POIS|RES_NETH|NO_CONF|NO_SLEEP|NO_FEAR|SELF_LITE_1","1_IN_1|SLOW|CAUSE_4|MIND_BLAST|BRAIN_SMASH|TRAPS|BO_PLAS|BO_NETH|BA_WATE|S_UNDEAD",,"$A glowing skull possessed by sorcerous power.  It need not move, but 
$merely blast you with mighty magic.
それは発光する頭蓋骨で、ソーサラーの力によって動かされている。
動く必要がなく、強力な魔法で攻撃してくるのみである。",,,,,,,
751,"カオス・ボルテックス","Chaos vortex","v","v",88,255,255,255,0,0,55,1,0,4000,0,0,0,0,-1,140,100,80,0,23,23,23,23,23,23,170,0,60,0,160,0,50,0,,,,"J0#","ATTR_MULTI|ATTR_ANY|FORCE_SLEEP|NEVER_BLOW|RAND_50|RAND_25|CAN_FLY|EMPTY_MIND|BASH_DOOR|POWERFUL|RES_CHAO|NO_CONF|NO_SLEEP|NO_FEAR|NO_STUN|NONLIVING","1_IN_6|BR_CHAO",,"$Void, nothingness, spinning destructively.
空虚で実体を持たない破壊的な渦巻きだ。",,,,,,,
752,"エーテル・ボルテックス","Aether vortex","v","B",88,255,255,255,0,0,55,2,0,4500,0,0,0,0,-1,130,100,40,0,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"ENGULF:ELEC:5d5
ENGULF:FIRE:3d3
ENGULF:ACID:3d3
ENGULF:COLD:3d3",,,"J0#","ATTR_MULTI|ATTR_ANY|FORCE_SLEEP|CAN_FLY|RAND_50|RAND_25|AURA_COLD|AURA_FIRE|AURA_ELEC|EMPTY_MIND|BASH_DOOR|POWERFUL|SELF_LITE_2|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|RES_LITE|RES_DARK|RES_SOUN|RES_CHAO|RES_NETH|RES_DISE|RES_WALL|RES_INER|RES_TIME|RES_GRAV|RES_PLAS|RES_NEXU|RES_SHAR|NO_CONF|NO_SLEEP|NO_FEAR|NO_STUN|NONLIVING","1_IN_6|BR_ACID|BR_FIRE|BR_COLD|BR_ELEC|BR_POIS|BR_LITE|BR_DARK|BR_SOUN|BR_CONF|BR_CHAO|BR_NETH|BR_DISE|BR_WALL|BR_INER|BR_TIME|BR_GRAV|BR_PLAS|BR_NEXU|BR_SHAR|BR_NUKE",,"$An awesome vortex of pure magic, power radiates from its frame.
純粋に魔力のみでできた恐るべき渦巻きで、辺りに魔力を発散している。",,,,,,,
753,"ヘルドレイク『ニーズホッグ』","Nidhogg the Hel-Drake","D","D",58,255,255,255,0,0,54,2,0,25000,0,0,0,0,7,120,20,133,70,23,23,23,23,23,23,3000,200,2287000,500,3000,200,2287000,500,"CLAW:LOSE_CON:8d12
CLAW:LOSE_CON:8d12
BITE:EXP_VAMP:8d15
BITE:EXP_VAMP:8d15",,,"JZ#","UNIQUE|DROP_CORPSE|CAN_FLY|RES_NETH|RIDING|FORCE_SLEEP|FORCE_MAXHP|SMART|ONLY_ITEM|DROP_3D2|DROP_4D2|DROP_GOOD|IM_POIS|BASH_DOOR|POWERFUL|MOVE_BODY|CAN_SPEAK|IM_ACID|EVIL|IM_FIRE|NO_CONF|NO_SLEEP|IM_COLD","1_IN_5|CAUSE_3|BR_NETH|BR_COLD|BR_ACID|BR_POIS|S_DRAGON|S_UNDEAD",,"$In the bowels of Hel, the dread Nidhogg, a dragon blacker than the 
$night, feasts on the essences of the dead.
真夜中よりも黒い龍、おそるべきニーズホッグは地獄の奥底で死者の魂を
貪り喰っている。",,,,,,,
754,"『レルニアン・ヒドラ』","The Lernean Hydra","M","G",58,255,255,255,0,0,55,2,0,20000,0,0,0,0,4,120,20,140,20,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"BITE:POISON:8d6
BITE:POISON:8d6
BITE:FIRE:12d6
BITE:FIRE:12d6",,,"J0#","UNIQUE|FORCE_SLEEP|FORCE_MAXHP|SMART|DROP_CORPSE|RIDING|ONLY_GOLD|DROP_3D2|DROP_4D2|WILD_SHORE|WILD_SWAMP|OPEN_DOOR|BASH_DOOR|KILL_BODY|POWERFUL|ANIMAL|IM_FIRE|IM_POIS|NO_CONF|NO_SLEEP|CAN_SWIM","1_IN_3|SCARE|BO_FIRE|BO_PLAS|BA_FIRE|BA_POIS|BR_FIRE|BR_POIS|S_HYDRA",,"$A massive legendary hydra.  It has twelve powerful heads.  Its many eyes 
$stare at you as clouds of smoke and poisonous vapour rise from its 
$seething form.
巨大な伝説的ヒドラだ。それは力に満ちあふれた十二もの首を持っている。
たくさんの目が冒険者を睨み付け、燃え立つような全身からは煙の雲と毒の蒸気
を立ちのぼらせている。",,,,,,,
755,"吸血鬼の使者『スリングウェシル』","Thuringwethil, the Vampire Messenger","V","D",57,255,255,255,0,0,72,4,0,23000,0,0,0,0,14,130,20,145,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"BITE:DR_MANA:8d8
BITE:EXP_VAMP:8d8
HIT:CONFUSE:6d6
HIT:CONFUSE:6d6",,,"J0#","UNIQUE|FEMALE|FORCE_SLEEP|FORCE_MAXHP|SMART|CAN_SPEAK|CAN_FLY|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|REGENERATE|RES_NETH|RES_DARK|EVIL|IM_COLD|IM_POIS|HURT_LITE|NO_CONF|NO_SLEEP|RES_TELE","1_IN_3|BLIND|HOLD|SCARE|CAUSE_3|CAUSE_4|DRAIN_MANA|BRAIN_SMASH|BA_NETH|S_KIN",,"$Chief messenger between Sauron and Morgoth, she is surely the most deadly 
$of her vampire race.  At first she is charming to meet, but her wings and 
$eyes give away her true form.
サウロンとモルゴスの間を取り持つ使者達の隊長であるスリングウェシルは、
バンパイア族の中で最も恐るべき存在だ。一見したところ彼女はかわいらしい女性
だが、その羽と瞳を見ればそんな思いはどこかに吹き飛んでしまうだろう。",,,,,,,
756,"ヘル・ワイアーム","Great Hell Wyrm","D","r",58,255,255,255,0,0,56,5,0,18000,0,0,0,0,3,120,40,170,40,27,27,27,27,27,27,3000,200,2287000,500,3000,200,2287000,500,"CLAW:HURT:4d12
CLAW:HURT:4d12
CLAW:HURT:4d12
BITE:HURT:5d14",,,"J0#","FORCE_SLEEP|FORCE_MAXHP|CAN_FLY|DROP_CORPSE|SELF_LITE_1|ONLY_ITEM|DROP_2D2|DROP_4D2|DROP_GOOD|SELF_LITE_2|BASH_DOOR|POWERFUL|MOVE_BODY|AURA_FIRE|EVIL|IM_FIRE|NO_CONF|NO_SLEEP|RIDING","1_IN_6|BLIND|CONF|SCARE|BR_FIRE",,"$A vast dragon of immense power.  Fire leaps continuously from its huge 
$form.  The air around it scalds you.  Its slightest glance burns you, and 
$you truly realize how insignificant you are.
それは信じがたい程の力を持った巨大なドラゴンで、その体からは常に炎
が吹き上がっている。その回りに立ちこめる熱気だけでも冒険者を火傷させるのに
は充分であり、そのほんの一瞥だけでも冒険者を燃え上がらせるには十分だ。
冒険者はこの生物の前では自分がなんと無力であるのかを痛感するだろう。",,,,,,,
757,"名状しがたきもの『ハスター』","Hastur the Unspeakable","H","b",105,255,255,255,0,0,55,4,0,23000,0,0,0,0,12,120,20,150,10,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"CRUSH:HURT:14d8
CRUSH:HURT:14d8
BITE:EXP_80:6d6
BITE:EXP_80:6d6",,,"JZ#名状しがたきものハスター（ハストゥール）
JZ#元来はアンブローズ・ビアスの「羊飼いハイタ」で言及された
JZ#存在です。ロバート・Ｗ・チェンバースが一連の作品でカルコサ
JZ#神話として発展させ、Ｈ・Ｐ・ラヴクラフトの「闇に囁くもの」
JZ#で言及された事からクトゥルフ神話に組み込まれました。
JZ#ヒアデス星団の暗黒星セラエノのハリ湖に棲んでおり、星間宇宙
JZ#を飛翔する能力を持ちます。 by 久留さん
JZ#解説は NeSYS さん","UNIQUE|ELDRITCH_HORROR|CAN_SWIM|EVIL|FORCE_SLEEP|FORCE_MAXHP|SMART|CAN_SPEAK|AURA_ELEC|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|POWERFUL|NONLIVING|RES_NETH|IM_COLD|IM_POIS|RES_DARK|HURT_LITE|NO_CONF|NO_SLEEP|RES_TELE","1_IN_3|BLIND|HOLD|SCARE|CAUSE_4|DRAIN_MANA|BRAIN_SMASH|BA_WATE|S_DEMON|HASTE|TPORT|TELE_AWAY|TELE_TO|HEAL|BR_DARK|BR_NETH",,"$Its form is partially that of a 
$reptile, partially that of a gigantic octopus. It will destroy you.
ヒヤデス星団のセラエノという星に棲む旧支配者。
アルデバランの近く、「黒きハリ湖」に棲むとも言われる。
謎めいた部分も多く、姿形については様々な異論がある。
ハスターに乗り移られた死体は膨らんで鱗に覆われたようになり、
手足は骨がなくなって流動体のようになったという。
ハリ湖に巣くう怪物は、見るに耐えない顔をしているという。
その形態は一部は爬虫類、一部は巨大な蛸である。ハスターはあなたを
破壊するだろう。
（ダーレス「ハスターの帰還」他）",,,,,,,
758,"<コーン>の渇血悪魔","Bloodthirster","U","r",44,0,12,255,0,0,55,3,0,19500,0,0,0,0,8,144,30,180,20,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"HIT:HURT:50d1
HIT:HURT:50d1
HIT:HURT:50d1",,,"JZ#","EVIL|DROP_GOOD|REGENERATE|CAN_FLY|NONLIVING|FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_4D2|ELDRITCH_HORROR|OPEN_DOOR|BASH_DOOR|RES_NETH|RES_NEXU|RES_TELE|MOVE_BODY|IM_ACID|IM_FIRE|IM_COLD|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR",,,"$Khorne's mightiest servant, a winged hound-demon walking on 
$two paws and wielding a mighty axe and a whip in the other 
$two. Intelligent, bloodthirsty eyes behold you from inside 
$the bloody demon armour.
流血の神<コーン>の最強の下僕である、羽根の生えた犬型の悪魔だ。
二本足で歩き、強力な斧と鞭を前足で持っている。
知性のある、血に飢えた目が血塗られた悪魔の鎧の内側から
あなたを睨んでいる。（TRPG ウォーハンマー）",,,,,,,
759,"ドラゴン・クイルスルグ","Draconic quylthulg","Q","G",97,255,255,255,0,0,55,3,0,5500,0,0,0,0,-1,120,20,0,0,0,0,0,0,18,0,4000,10,600000,3,4000,10,600000,3,,,,"J0#","FORCE_SLEEP|FORCE_MAXHP|NEVER_MOVE|NEVER_BLOW|INVISIBLE|EMPTY_MIND|ANIMAL|EVIL|STUPID|NO_CONF|NO_SLEEP|NO_FEAR","1_IN_2|BLINK|TPORT|S_DRAGON",,"$It looks like it was once a dragon corpse, now deeply infected with 
$magical bacteria that make it pulse in a foul and degrading way.
それはかつてはドラゴンの死骸だったようだが、今は魔法のバクテリアによって
汚らしい堕落した方法で生を与えられている。",,,,,,,
760,"ありうべからざるもの『ニョグタ』","Nyogtha, the Thing that Should not Be","j","D",105,255,255,255,0,0,56,2,0,20000,0,0,0,0,11,130,20,120,20,28,28,28,28,28,28,1000,30,24000,3,1000,30,24000,3,"CRUSH:ACID:10d6
CRUSH:ACID:10d6
CRUSH:ACID:10d6
CRUSH:HURT:16d16",,,"JZ#
JZ#ありうべからざるものニョグタ
JZ#ヘンリー・カットナーの「セイレムの恐怖」に登場。
JZ#巨大な黒いアメーバ状の神です。 by 久留さん","UNIQUE|ELDRITCH_HORROR|FORCE_SLEEP|FORCE_MAXHP|CAN_SPEAK|SMART|CAN_SWIM|ONLY_ITEM|DROP_1D2|DROP_4D2|DROP_GOOD|REGENERATE|KILL_ITEM|DROP_2D2|DROP_90|DROP_60|BASH_DOOR|EVIL|NO_CONF|NO_SLEEP|KILL_BODY|HURT_LITE|POWERFUL|RES_NETH|NONLIVING|RES_DARK|IM_ACID|IM_FIRE|RES_PLAS|IM_POIS|IM_COLD|IM_ELEC|RES_TELE","1_IN_5|BRAIN_SMASH|MIND_BLAST|HASTE|TPORT|S_DEMON|S_UNDEAD|S_HI_UNDEAD|S_KIN|BR_DARK|BR_NUKE|BR_ACID|BR_POIS",,"$""...a little finger of blackness crept out from beneath its edge 
$a great wave of iridescent blackness, neither liquid nor solid,
$a frightful gelatinous mass.""
巨大な黒いアメーバ状の神。
「黒ぐろとした小さな指がその下からあらわれた... 液体でも固体でも
ない、虹色にかがやく黒ぐろとしたもの、怖るべきゼラチン状の塊が...」
(ヘンリイ・カットナー、三宅初江訳「セイレムの恐怖」
『クトゥルー７』、青心社文庫、p.223、p.224)",,,,,,,
761,"ナイアルラトホテップの化身『アフトゥ』","Ahtu, Avatar of Nyarlathotep","#","D",105,255,255,255,0,0,56,3,0,22500,0,0,0,0,9,130,30,120,15,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"CRUSH:HURT:13d13
CRUSH:FIRE:10d10
CRUSH:HURT:13d13
CRUSH:FIRE:10d10",,,"JZ#引用は久留さん","FORCE_SLEEP|FORCE_MAXHP|UNIQUE|CAN_SPEAK|ONLY_ITEM|DROP_4D2|DROP_GOOD|MOVE_BODY|SMART|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|EVIL|NONLIVING|ELDRITCH_HORROR","1_IN_6|BR_FIRE|S_DEMON|CAUSE_4|BR_PLAS|BR_NETH|BRAIN_SMASH|S_UNDEAD|BA_DARK",,"$""Higher already than the giants of the forest ringing it, the 
$fifty-foot-thick column... sprouted a ring of tendrils, ruddy and 
$golden and glittering overall with inclusions of quartz.""
「土から生じた太さ50フィートの円柱状のものが、周りを囲んでいる森
の巨木よりもなお高くそびえ... 赤味を帯びた黄金色の巻きひげのよう
なものが生えており、水晶を含んでいるみたいに全体がきらきらと光っ
ていた」
(デビッド・ドレイク、遠藤勘也訳「蠢く密林」
『真ク・リトル・リトル神話大系６-２』、国書刊行会、p.121)",,,,,,,
762,"青き衣の『フンディン』","Fundin Bluecloak","h","G",2,2,255,255,0,0,56,2,0,20000,0,0,0,0,1,130,25,195,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"HIT:HURT:10d10
HIT:HURT:8d6
HIT:HURT:8d6
HIT:HURT:8d6",,"214:0:0:100","J0#
J0# (コメント)
J0# 名前の訳は小林さんのものです
J0#","UNIQUE|MALE|CAN_SPEAK|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|FRIENDLY|ONLY_ITEM|DROP_1D2|DROP_4D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP","1_IN_4|HEAL|BLIND|CONF|SCARE|CAUSE_3|CAUSE_4|BRAIN_SMASH|FORGET|S_MONSTERS",,"$He is one of the greatest dwarven priests to walk the earth.  Fundin has 
$earned a high position in the church, and his skill with both weapon and 
$spell only justify his position further.  His combination of both dwarven 
$strength and priestly wisdom are a true match for any adventurer.
彼は最も偉大なドワーフ族のプリーストの一人である。フンディンは教会で
高い地位を持ち、武器の扱いも祈りの習熟度も、その地位相応のものを持っている。
彼はドワーフの強さとプリーストの賢さを合わせ持ち、どんな冒険者にとっても
恐るべき強敵である。",,,,,,,
